Dataset,Run,Checkpoint,Training_Type,Method,CMC_Type,Input_Type,Misclassification_Count,S1_Train_loss,S1_Train_acc,S1_Val_loss,S1_Val_acc,S1_Test_loss,S1_Test_acc,S2_Train_loss,S2_Train_acc,S2_Val_loss,S2_Val_acc,S2_Test_loss,S2_Test_acc,S3_Train_loss,S3_Train_acc,S3_Val_loss,S3_Val_acc,S3_Test_loss,S3_Test_acc,Solve_Time
SVHN,5,./checkpoints_AWP/SVHN_CO/Run5_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.077094854,98.62127805,0.159410953,95.72725411,0.153519191,96.05869699,0.077099552,98.61957171,0.159412009,95.72725411,0.153526134,96.05869699,0.032641422,99.36865455,0.142732792,96.26646645,0.126938108,96.74247081,2000.416393
office31,1,./checkpoints_AWP/office31_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.061024373,98.44703272,0.83165328,77.11111111,0.877060551,76.90941385,0.06496498,98.39156961,0.835711762,77.11111111,0.889313513,76.37655417,0.027987709,98.83527454,0.839003839,78.66666667,0.865333843,76.73179396,3755.808267
office31,3,./checkpoints_AWP/office31_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.215121415,96.28397116,0.95352854,73.55555556,0.95091379,74.95559503,0.216858772,96.22850804,0.956307136,73.33333333,0.952992207,74.95559503,0.053201995,99.61175818,0.893400283,75.33333333,0.830773514,77.79751332,3755.406809
office31,4,./checkpoints_AWP/office31_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.047613851,99.3344426,0.809922935,77.77777778,0.76984829,80.81705151,0.048213327,99.27897948,0.809757036,77.77777778,0.769850619,80.81705151,0.022053594,99.61175818,0.801915154,79.11111111,0.797022554,78.15275311,3756.881596
Caltech101,1,./checkpoints_AWP/Caltech101_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.034097725,98.88590088,0.395151034,89.23904689,0.39348902,90.31811895,0.066243604,98.27122551,0.443686057,88.77786318,0.433656396,89.67266021,0.025347119,98.80906646,0.393488744,90.0076864,0.395214348,89.58045182,3737.008637
Caltech101,2,./checkpoints_AWP/Caltech101_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.042158891,98.17518248,0.329132737,90.39200615,0.357643618,90.8252651,0.269157904,96.31194775,0.566943411,87.54803997,0.583618755,88.19732596,0.033666488,98.29043411,0.33767015,89.85395849,0.359818062,90.31811895,3737.933548
Caltech101,3,./checkpoints_AWP/Caltech101_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.054708851,98.44410296,0.353006957,90.4688701,0.374599932,90.22591056,0.064647894,97.96388782,0.37168143,89.46963874,0.388969499,89.71876441,0.032241656,98.55935459,0.343389922,91.08378171,0.369114216,90.73305671,3715.788315
KMNIST,1,./checkpoints_AWP/KMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,9.28E-05,100,0.019717523,99.6,0.06968884,98.48,0.00244007,99.92291667,0.024189762,99.45833333,0.076750278,98.35,0.000136897,100,0.018514182,99.53333333,0.076737851,98.26,3646.169268
KMNIST,2,./checkpoints_AWP/KMNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.000329573,100,0.016653048,99.5,0.079709681,98.05,0.001655627,99.97291667,0.020455485,99.35,0.080788121,98.01,5.62E-05,100,0.016418254,99.575,0.068758993,98.38,3649.748487
KMNIST,3,./checkpoints_AWP/KMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.000477915,99.99583333,0.016245984,99.59166667,0.076061041,98.22,0.000748567,99.9875,0.017622974,99.53333333,0.083041798,97.96,0.000235721,99.99791667,0.015005124,99.6,0.079027579,98.08,3649.981485
EMNIST,1,./checkpoints_AWP/EMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.067149273,97.45092147,0.125929862,95.58092949,0.13055578,95.29807692,0.067915711,97.40885417,0.126647052,95.51282051,0.131070333,95.27403846,0.065135306,97.45092147,0.127927181,95.40064103,0.130921753,95.36538462,57.11487889
EMNIST,2,./checkpoints_AWP/EMNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.078357657,97.16245994,0.130559578,95.34054487,0.1317052,95.23557692,0.078689845,97.14543269,0.13088759,95.34054487,0.132024851,95.22596154,0.070867308,97.34675481,0.129031398,95.32051282,0.131776887,95.34615385,115.4463606
EMNIST,3,./checkpoints_AWP/EMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.069381065,97.47996795,0.129195819,95.20833333,0.132254919,95.3125,0.06940861,97.47395833,0.129220867,95.19230769,0.132196382,95.3125,0.065403818,97.54807692,0.130630512,95.14823718,0.133131135,95.22596154,65.74027371
CIFAR10,1,./checkpoints_SAP/CIFAR10_CO/Run1_checkpoint_CMC_Any_1.pth,SAP,CMC,Any,t,1,0.372917451,87.475,0.48123774,83.73,0.497884333,83.54,0.370220914,87.65,0.477155609,84.17,0.493379461,83.92,0.361691151,87.905,0.476495247,84.32,0.474169516,84.66,202.0352798
CIFAR10,2,./checkpoints_SAP/CIFAR10_CO/Run2_checkpoint_CMC_Any_1.pth,SAP,CMC,Any,t,1,0.35599325,87.7475,0.475156576,83.54,0.465957744,84.32,0.354242039,87.855,0.468829494,84.1,0.45807849,84.21,0.283366714,90.2875,0.413374881,86.27,0.412343124,86.53,399.1581137
CIFAR10,3,./checkpoints_SAP/CIFAR10_CO/Run3_checkpoint_CMC_Any_1.pth,SAP,CMC,Any,t,1,0.361000057,87.8175,0.454831926,84.58,0.467166971,84.31,0.368884097,87.465,0.452309636,84.58,0.46930222,83.9,0.359557133,87.91,0.455830159,84.54,0.483568032,83.52,339.3373609
CIFAR10,4,./checkpoints_SAP/CIFAR10_CO/Run4_checkpoint_CMC_Any_1.pth,SAP,CMC,Any,t,1,0.349654313,87.9475,0.428283362,84.89,0.455556154,84.31,0.352857773,88.0025,0.43079167,85.29,0.463104385,84.58,0.348966041,88.12,0.455855716,85,0.459491802,84.74,225.526022
